id;guid;inn;kpp;url;ogrn;okfs;phone;ogrnip;orgOid;bankCode;fullName;orgEmail;shortName;orgAddress;chiefLastName;chiefFirstName;chiefMiddleName;organizationType
106;fcb2f6d3-c0e1-41fb-8407-a7071e280096;2102001180;210201001;http://gov.cap.ru/default.aspx?gov_id=57&type=government;1022102030565;;+7(835) 352-23-15;;1006069404;;АДМИНИСТРАЦИЯ АЛИКОВСКОГО РАЙОНА;alikov@cap.ru;АДМИНИСТРАЦИЯ АЛИКОВСКОГО РАЙОНА;429250, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Р-Н АЛИКОВСКИЙ, С АЛИКОВО, УЛ ОКТЯБРЬСКАЯ, д. 21;Куликов;Александр;Николаевич;A
107;3e335407-9cce-416f-8e6e-196c9fcb1dce;2125008601;212501001;http://www.jkh.cap.ru/page/orgs/org/1213;1152138000277;;+7(905)3479124;;1039751701;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ (ЖИЛЬЯ) ФОРТУНА;tsjfortuna@bk.ru;ТСН ФОРТУНА;429120, Чувашская Республика Чувашия, г Шумерля, ул Урицкого, д. 3, к. КОРПУС 1;Ялукова;Надежда;Васильевна;L
108;cfefb0e6-9427-4f32-a705-39df59542646;2125003515;212501001;http://www.jkh.cap.ru/page/orgs/org/1192;1142138000476;;8-917-664-60-88;;1016888193;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ УРИЦКОГО 6;belyaevak799@mail.ru;ТСЖ УРИЦКОГО 6;429120, Чувашская Республика Чувашия, г Шумерля, ул Урицкого, д. 6, кв. 58;Колесников;Михаил;Геннадьевич;L
109;0fa29166-4fda-4958-930b-2bff4b79b882;2125009002;212501001;;1192130009576;;79603013407;;1108762814;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЦВЕТНИКОВЫЙ РАЙ;atszh@list.ru;ТСЖ ЦВЕТНИКОВЫЙ РАЙ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА УРИЦКОГО, д. ДОМ 6, к. КОРПУС 1, кв. КВАРТИРА 72;Игнатьева;Людмила;Викторовна;L
110;39186b7f-0952-42f3-8a84-8f6fcd5e33a6;2125003385;212501001;http://www.jkh.cap.ru/page/orgs/org/1140;1142138000377;;8-917-664-60-88;;1016885193;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ТАТЬЯНА;belyaevak799@mail.ru;ТСЖ ТАТЬЯНА;429120, Чувашская Республика Чувашия, г Шумерля, ул Урицкого, д. 8, кв. 7;Шангина;Татьяна;Иосифовна;L
111;045aeed0-fb4e-4f82-b929-824dc5e4310f;2125007929;212501001;http://www.rusprofile.ru/id/3979784;1092138000360;;+7(967)4720222;;1068661699;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КОМФОРТ;barseg_81@mail.ru;ТСЖ КОМФОРТ;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛОМОНОСОВА, д. ДОМ 58, кв. КВАРТИРА 41;Борисов;Александр;Владимирович;L
112;65f9e79b-9186-4f34-afb2-c9483985d37e;2125008873;212501001;;1172130016431;;+7(937)3816238;;1076854954;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ РУБЛЕВКА;olga.shuitova.78@mail.ru;ТСЖ РУБЛЕВКА;000000, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. ДОМ 1, к. КОРПУС 1, кв. ПОМЕЩЕНИЕ 1;Шинкаренко;Денис;Викторович;L
113;87e86244-af66-4604-b702-067eea3582a0;2125007365;212501001;;1082138000405;;+79373816238;;1043223667;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ МИР;nikitaopa54@mail.ru;ТСЖ МИР;429122, Чувашская Республика Чувашия, г Шумерля, ул Ленина, д. 7, кв. 12;Горбушкин;Виктор;Александрович;L
114;8799f8d9-ead1-477c-891c-2698f6647d4b;2125008665;212501001;;1162130060597;;89053457777;;1037306160;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЦЕНТР-1;vorob.87@mail.ru;ТСЖ ЦЕНТР-1;429120, Чувашская Республика Чувашия, г Шумерля, ул Ленина, д. 16, к. КОРПУС 1;Уварова;Валентина;Михайловна;L
115;1c028ff5-39d0-4d8b-8602-718cb1eb6cea;2125008591;212501001;;1152138000189;;79603077155;;1013112231;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ (ЖИЛЬЯ) КОРОНА;nik.mezhenskiy@mail.ru;ТСН(Ж) КОРОНА;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. ДОМ 18;Александров;Леонид;Валерьевич;L
116;396f981d-762d-40a9-891e-f161d5ff4fc8;2125008986;212501001;;1192130009323;;79030663503;;1108717683;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЛАНДЫШ;atszh@list.ru;ТСЖ ЛАНДЫШ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. ДОМ 36, кв. КВАРТИРА 38;Наместникова;Тамара;Николаевна;L
117;be438bec-bf24-446f-b180-62aabc8c8226;2125007608;212501001;;1102138000018;;79061369152;;1013390386;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВОЛНА;vol19112014@mail.ru;ТСЖ ВОЛНА;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. 82, кв. 43;Миронова;Наталья;Ивановна;L
118;10420179-61b0-4227-8f5f-ccfa5b9c849d;2125004533;212501001;http://www.jkh.cap.ru/page/orgs/org/385;1022103030366;;8-937-385-51-87;;1018723122;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КАМЧАТКА;2125004533@mail.ru;ТСЖ КАМЧАТКА;429120, Чувашская Республика Чувашия, г Шумерля, ул Ленина, д. 84, кв. 93;Орлова;Юлия;Анатольевна;L
119;0a7a910b-a46f-4e40-8a31-2a6ee17bebba;2125009010;212501001;;1192130010467;;79603044669;;1108717842;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЮНОСТЬ;atszh@list.ru;ТСЖ ЮНОСТЬ;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. ДОМ 84, к. КОРПУС 1, кв. КВАРТИРА 41;Степанова;Фаина;Владимировна;L
120;394a85a4-7445-4f04-8c73-2df61ae4168e;2125008993;212501001;;1192130009378;;79093001783;;1108808800;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВЕСНА;atszh@list.ru;ТСЖ ВЕСНА;429122, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. ДОМ 84, к. КОРПУС 2, кв. КВАРТИРА 60;арюхина;валентина;сергеевна;L
121;b5eb77a5-1048-4cca-bdce-a3dd0a5ad3a6;2125004607;212501001;http://www.jkh.cap.ru/page/abouthome/house/3573;1022103032115;;89050276140;;1048628101;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ПЛАНЕТА;2125004607@mail.ru;ТСЖ ПЛАНЕТА;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ЛЕНИНА, д. 86, к. -, кв. -;Котрунов;Евгений;Алексеевич;L
122;5cd66dcb-d42d-44e8-a06c-15de7af8ed50;2125008175;212501001;http://www.jkh.cap.ru/page/abouthome/house/2931;1122138000071;;8-917-664-60-88;;1014071197;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ РУБИН;21250081752@mail.ru;ТСЖ РУБИН;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 17, кв. 51;Яковлева;Валентина;Андреевна;L
123;ded4a753-aca4-4bb4-a8b5-9eaa6757cab3;2125004526;212501001;;1022103030487;;79373855187;;1017294042;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КОЛОС;perec16021968@yandex.ru;ТСЖ КОЛОС;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 19, кв. 93;Григорьев;Радий;Дмитриевич;L
124;12a9af5a-7f45-4163-a31f-4f2fa5bf9f51;2125003314;212501001;;1142138000311;;+7(906)3801639;;1013476422;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВОСТОК;Tsg.vostok2014@mail.ru;ТСЖ ВОСТОК;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 21, кв. 8;Макарова;Светлана;Васильевна;L
125;3fd26cb9-eb71-4bf5-a0b0-e40454dc0f56;2125008168;212501001;;1122138000060;;8-927-995-11-89;;1013384498;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ПОЛЯНКА;vol19112014@mail.ru;ТСЖ ПОЛЯНКА;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 21, к. 1, кв. 70;Алексеев;Станислав;Станиславович;L
126;d4b7f7a7-5373-46bb-8ede-b3cf98f72396;2125008513;212501001;;1132138000290;;8-906-380-39-66;;1013434136;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СТРОИТЕЛЬ;pnm2907@mail.ru;ТСЖ СТРОИТЕЛЬ;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 23, кв. 87;Плеханова;Нина;Михайловна;L
127;e92b5ade-8927-43c7-97df-84a3c833b79f;2125008545;212501001;http://www.jkh.cap.ru/page/orgs/org/991;1132138000356;;8-919-678-16-70;;1013389906;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ УЮТНЫЙ ДОМ;dom19112014@mail.ru;ТСЖ УЮТНЫЙ ДОМ;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 25, кв. 48;Милина;Людмила;Анатольевна;L
128;648e9540-7835-4ed1-a35c-40f1fc55a28f;2125000514;212501001;;1072100001368;;8-906-380-39-66;;1014070072;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КАМЧАТКА 1;kamchatka1-2015@mail.ru;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КАМЧАТКА 1;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 25, к. 1;Чимрова;Людмила;Ивановна;L
129;3e1865e7-6cbb-464e-aad8-f27f11ce44b8;2125003466;212501001;my.dom.gosuslugi.ru;1142138000432;;79674751312;;1013112177;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЗВЕЗДА;nickol1987@mail.ru;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЗВЕЗДА;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 25, к. 2, кв. 44;Егоров;Николай;Николаевич;L
130;dec1136f-f8f6-45c1-95b8-694d8651bf60;2125008369;212501001;;1122138000380;;8 903 065 59 60;;1013385974;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КАРТОФЕЛЬНЫЙ;kar19112014@mail.ru;ТСЖ КАРТОФЕЛЬНЫЙ;429120, Чувашская Республика Чувашия, г Шумерля, ул Коммунальная, д. 27, кв. 65;Леонтьев;Валентин;Васильевич;L
131;d93f1f2f-4ec9-4689-ab79-e5272358293b;2125006890;212501001;;1072100000389;;+7(9871214366;;1056543117;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ТЕРЕМОК;geniushomerecord@mail.ru;ТСЖ ТЕРЕМОК;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ КАЗАНСКАЯ, д. ДОМ 23, к. КОРПУС А;Трофимова;Ирина;Николаевна;L
132;9731d224-a481-4a2c-b6ab-0602c1fdad2d;2125008680;212501001;http://www.jkh.cap.ru/page/orgs/org/1259;1162130061235;;8-927-861-99-89;;1043557931;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ (ЖИЛЬЯ) УЮТ;ivtani21@mail.ru;ТСН УЮТ;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ИНТЕРНАЦИОНАЛЬНАЯ, д. ДОМ 3, кв. КВАРТИРА 21;Иванова;Татьяна;Николаевна;L
133;c45991bd-a530-4637-9629-80730fcef042;2125008979;212501001;;1192130008927;;+7(919)9739406;;1134558007;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ИНТЕР;olga.shuitova.78@mail.ru;ТСЖ ИНТЕР;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ИНТЕРНАЦИОНАЛЬНАЯ, д. ДОМ 4, к. КОРПУС 1, кв. КВАРТИРА 52;Хромин;Александр;Николаевич;L
134;7f1c1b62-9335-459a-9fe9-5b7c06deffe4;2125008471;212501001;http://www.jkh.cap.ru/page/orgs/org/1122;1132138000037;;8-917-664-60-88;;1016860158;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ХИМИК-3;belyaevak799@mail.ru;ТСЖ ХИМИК-3;429120, Чувашская Республика Чувашия, г Шумерля, ул Сурская, д. 49, кв. 21;Беляев;Александр;Константинович;L
135;22d08d1d-50fe-4839-9052-a8048185656b;2125008182;212501001;;1122138000082;;79656861095;;1013323065;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СОКОЛ;tsjsokol@mail.ru;ТСЖ СОКОЛ;429120, Чувашская Республика Чувашия, г Шумерля, ул Интернациональная, д. 6, кв. 5;Алешина;Валентина;Григорьевна;L
136;d9a9bd08-6fe1-4a61-85be-179e9a1c4ccf;2138000078;213801001;http://www.jkh.cap.ru/page/orgs/org/1208;1152138000233;;+7-960-304-15-91;;1013111461;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ (ЖИЛЬЯ) ДИНАМО;t.tsj2013@yandex.ru;ТСН (ЖИЛЬЯ) ДИНАМО;429122, Чувашская Республика Чувашия, г Шумерля, ул Интернациональная, д. 18, кв. 19;Негусева;Татьяна;Владимировна;L
137;a2e9a2b8-4aae-4a9e-82ff-1e6c2ade7dd2;2125007943;212501001;;1092138000382;;+7(967)7931210;;1140111073;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЛИГА;geniushomerecord@mail.ru;ТСЖ ЛИГА;429124, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ИНТЕРНАЦИОНАЛЬНАЯ, д. 23, кв. 49;Гринева;Наталья;Александровна;L
138;e8176f1f-a56a-41a9-ba06-16b491fce545;2125004283;212501001;http://www.jkh.cap.ru/page/orgs/org/387;1022103029673;;+7(905)3479124;;1023865773;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ РАДУГА № 5;tsjraduga5@bk.ru;ТСЖ РАДУГА № 5;429122, Чувашская Республика Чувашия, г Шумерля, ул Интернациональная, д. 33, кв. 66;Лещанов;Михаил;Николаевич;L
139;24821156-fbff-4125-82f5-fbb3bb40f896;2125008200;212501001;;1122138000104;;79063800649;;1015130010;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЛУЧ;tsjluch@bk.ru;ТСЖ ЛУЧ;429120, Чувашская Республика Чувашия, г Шумерля, ул Заводская, д. 6, кв. 1;Лещанов;Михаил;Николаевич;L
140;85a5ff8d-01b6-4b8b-9408-57ef93f7d9d3;2125008626;212501001;http://www.jkh.cap.ru/page/orgs/org/1234;1152138000343;;8-965-681-42-24;;1013380786;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ ИВУШКА;polyanka119@yandex.ru;ТСН ИВУШКА;429120, Чувашская Республика Чувашия, г Шумерля, ул Горького, д. 1, кв. 19;Лимонова;Галина;Николаевна;L
141;34605240-686c-4239-b754-40505a3eaa66;2125004621;212501001;http://www.jkh.cap.ru/page/orgs/org/389;1022103030905;;+7(905)3479124;;1048853022;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЮБИЛЕЙНЫЙ № 4;tszh.iubileinyi4@yandex.ru;ТСЖ ЮБИЛЕЙНЫЙ № 4;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ШУМЕРЛЯ, УЛ ГОРЬКОГО, д. 14, кв. 8;Туйманкина;Светлана;Геннадьевна;L
142;15d95595-8c34-495b-914b-869fbad69512;2125009034;212501001;;1192130011655;;79063800649;;1107508580;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ УДАЧА;petrovich-de@mail.ru;ТСЖ УДАЧА;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ГОРЬКОГО, д. ДОМ 20;Паксеева;Елена;Петровна;L
143;35be9b87-9b80-4efd-8af5-65ef8ffb0c9f;2125004614;212501001;;1022103030685;;;;1018116873;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВОСХОД - 7;buravina.galya@mail.ru;ТСЖ ВОСХОД - 7;429120, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ШУМЕРЛЯ, УЛИЦА ГОРЬКОГО, д. 35, к. -, кв. -;Спиридонова;Елизавета;Сергеевна;L
144;ab43cc4c-03be-4ae7-8d01-ddeab6424cb5;2128039407;213001001;;1022101153007;;78352456608;;1014024757;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ НА ЗАЛИВЕ;GOGSK@RAMBLER.RU;ТСЖ НА ЗАЛИВЕ;428032, Чувашская Республика Чувашия, г Чебоксары, ул Ярославская, д. 17;Павлов;Сергей;Валентинович;L
145;d661ee96-ef56-410b-9146-7d4236288d70;6315376946;502401001;http://www.tplusgroup.ru/;1056315070350;{'code': '34', 'guid': 'b417d35e-81a3-4c94-9629-69c84ed2f82c', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};+7 (495) 980-59-00;;1000318145;;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО Т ПЛЮС;gosuslugi@tplusgroup.ru;ПАО Т ПЛЮС;143421, ОБЛАСТЬ МОСКОВСКАЯ, РАЙОН КРАСНОГОРСКИЙ, АВТОДОРОГА БАЛТИЯ, ТЕРРИТОРИЯ 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, к. СТРОЕНИЕ 3, кв. ОФИС 506;Шкунников;Андрей;Витальевич;L
146;11068e11-4415-4b92-addc-4c436b8ee422;2128026180;213001001;;1022101150158;;78352456615;;1014052123;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ЯРОСЛАВЕЦ;gogsk@rambler.ru;ТСЖ ЯРОСЛАВЕЦ;428032, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА ЯРОСЛАВСКАЯ, д. 30;Галкин;Олег;Анатольевич;L
147;93f5894e-4a58-4b81-acd7-4a686d530c94;2130008773;213001001;http://www.jkh.cap.ru/page/orgs/org/48;1062130013560;;+7(8352)222579;;1006614354;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ СТАРКО;ukstarko@yandex.ru;ООО УК СТАРКО;428032, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА И.С. ТУКТАША, д. 5/12, кв. ПОМЕЩЕНИЕ 1;Иванова;Наталия;Валерьевна;L
148;26b19037-4e24-42f6-ae0f-54c265798188;2130104942;213001001;http://www.jkh.cap.ru/page/orgs/org/635;1122130007548;;+7(8352)270750;;1006602478;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЖИЛКОМСЕРВИС-1;oktabr2012@mail.ru;ООО ЖИЛКОМСЕРВИС-1;428027, Чувашская Республика Чувашия, г Чебоксары, пр-кт 9-й Пятилетки, д. 4, к. а;Аринин;Павел;Викторович;L
149;bb405582-cbef-4971-8e95-2b7613078c95;2130059552;213001001;http://www.jkh.cap.ru/page/orgs/org/70;1092130007210;;+78352700031;;1012994828;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ ЦЕНТР-Ч;centr-ch@yandex.ru;ООО УО ЦЕНТР-Ч;428000, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ЧЕБОКСАРЫ, УЛ НИКОЛАЯ РОЖДЕСТВЕНСКОГО, д. ДОМ 6, кв. ПОМЕЩЕНИЕ 1;Купташкин;Валерий;Витальевич;L
150;9c68d1c0-1f24-4dff-8fcd-a8ae364152ba;2130132996;213001001;;1142130002145;{'code': '16', 'guid': '0791a19d-f8ca-4162-8ff8-075a5ed847cf', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};89061340707;;1006634703;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ АЛЬФА-ЦЕНТР;ukalfa21@mail.ru;ООО УК АЛЬФА-ЦЕНТР;428017, Чувашская Республика Чувашия, г Чебоксары, ул Мичмана Павлова, д. 7А;Павлов;Ананий;Никандрович;L
151;c42df10e-87de-4189-9540-86e3272bb6af;2127301524;213001001;;1022100983410;{'code': '16', 'guid': '0791a19d-f8ca-4162-8ff8-075a5ed847cf', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};88352556066;;1006631529;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ВЕГА - 97;tsgvega97@yandex.ru;ТСЖ ВЕГА-97;428003, Чувашская Республика Чувашия, г Чебоксары, ул Ярмарочная, д. 3;Владимиров;Вячеслав;Петрович;L
152;1327b12a-8098-4e02-99e9-b7dbf803f117;2127326335;213001001;;1032127008660;{'code': '16', 'guid': '0791a19d-f8ca-4162-8ff8-075a5ed847cf', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};8 8352556066;;1006632483;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ КРУТИХА;tsgvega97@yandex.ru;ТСЖ КРУТИХА;428003, Чувашская Республика Чувашия, г Чебоксары, ул Ярмарочная, д. 5;Фарахиев;Мансур;Минсеитович;L
153;8227f730-770f-480c-b06b-24a0c141dcd2;2128703314;212801001;;1052128110352;;8(8352)556066;;1006633154;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ДРУЖБА;tsgvega97@yandex.ru;ТСЖ ДРУЖБА;428003, Чувашская Республика Чувашия, г Чебоксары, ул Ярмарочная, д. 6;Кашина;Марина;Александровна;L
154;0a43088b-ab6b-43b6-a5ad-c65878b48b52;2127025225;213001001;;1052182835495;{'code': '10', 'guid': '341e8e55-4f2e-4ecc-ba90-61d4e58bd4a9', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};+7(8352)226752;;1006562066;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ОПТИМА;nadafa-1979@mail.ru;ТСЖ ОПТИМА;428003, Чувашская Республика Чувашия, г Чебоксары, ул Ярмарочная, д. 7;Анисимова;Наталья;Петровна;L
155;9bfc19b6-a214-4783-81b1-4efe9cd8076f;2130071140;213001001;;1102130003854;{'code': '10', 'guid': '341e8e55-4f2e-4ecc-ba90-61d4e58bd4a9', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};+7(8352)226752;;1006557842;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УК РОДНИК;nadafa-1979@mail.ru;ООО УК РОДНИК;428006, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, ГОРОД ЧЕБОКСАРЫ, УЛИЦА ПРОМЫШЛЕННАЯ, д. 2, кв. 65;Афанасьева;Надежда;Олеговна;L
156;b58f7dfc-1e38-4e2d-97b5-595161f44e09;2130028498;213001001;;1072130016353;;;;1009074053;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СВЕТ;uksvet35@yandex.ru;ООО СВЕТ;428022, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА -, Г ЧЕБОКСАРЫ, УЛ ГАГАРИНА Ю., д. 35;Сорокина;Светлана;Анатольевна;L
157;c0edc62b-fcee-49bb-b745-02d35eab4b0e;2128054483;212801001;;1042128010572;{'code': '10', 'guid': '341e8e55-4f2e-4ecc-ba90-61d4e58bd4a9', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};78352573202;;1006585632;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ УЮТ;nadafa-1979@mail.ru;ТСЖ УЮТ;428003, Чувашская Республика Чувашия, г Чебоксары, ул Маршака, д. 3;Петрова;Светлана;Леонидовна;L
158;0e33c974-ce60-4d61-ab9e-b71f83012fee;2127019694;212701001;;1052128019074;{'code': '10', 'guid': '341e8e55-4f2e-4ecc-ba90-61d4e58bd4a9', 'name': None, 'level': None, 'actual': None, 'parent': None, 'status': None, 'updDate': None, 'createDate': None, 'hasChildren': None, 'lastUpdateDate': None, 'rootEntityGuid': None};8352226752;;1006558442;;ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ СОСЕДИ;nadafa-1979@mail.ru;ТСЖ СОСЕДИ;428003, Чувашская Республика Чувашия, г Чебоксары, ул Ярмарочная, д. 9, к. 1;Павлов;Владислав;Анатольевич;L
